M. Arnautović,29,Austria,82
N. Gaitán,30,Argentina,82
J. Henderson,28,England,82
M. Kruse,30,Germany,82
M. Parolo,33,Italy,82
L. Fejsa,29,Serbia,82
A. Rami,32,France,82
V. Ćorluka,32,Croatia,82
G. Wijnaldum,27,Netherlands,82
F. Fazio,31,Argentina,82
O. Giroud,31,France,82
Marcano,31,Spain,82
A. Guardado,31,Mexico,82
E. Garay,31,Argentina,82
Jardel,32,Brazil,82
S. Sirigu,31,Italy,82
E. Viviano,32,Italy,82
L. Koscielny,32,France,82
A. Consigli,31,Italy,82
L. Biglia,32,Argentina,82
Dani Alves,35,Brazil,82
David Villa,36,Spain,82
Aduriz,37,Spain,82
P. Čech,36,Czech Republic,82
Casillas,37,Spain,82
M. Rashford,20,England,81
Laure Santeiro,30,Brazil,81
L. Bailey,20,Jamaica,81
M. Akanji,22,Switzerland,81
F. de Jong,21,Netherlands,81
Nélson Semedo,24,Portugal,81
Pablo Fornals,22,Spain,81
Fabián,22,Spain,81
E. Bailly,24,Ivory Coast,81
Dani Ceballos,21,Spain,81
H. Lozano,22,Mexico,81
Morales,30,Spain,81
J. Seri,26,Ivory Coast,81
M. Politano,24,Italy,81
M. Brozović,25,Croatia,81
Williams,24,Spain,81
A. Correa,23,Argentina,81
A. Christensen,22,Denmark,81
João Mário,25,Portugal,81
T. Strakosha,23,Albania,81
E. Hysaj,24,Albania,81
P. Zieliński,24,Poland,81
Ricardo Pereira,24,Portugal,81
Grimaldo,22,Spain,81
R. Guerreiro,24,Portugal,81
A. Doucouré,25,France,81
J. Martínez,25,Venezuela,81
C. Bacca,31,Colombia,81
A. Plea,25,France,81
B. Davies,25,Wales,81
M. Nastasić,25,Serbia,81
A. Milik,24,Poland,81
M. Sabitzer,24,Austria,81
B. Mendy,23,France,81
C. Kramer,27,Germany,81
S. Vrsaljko,26,Croatia,81
T. Hazard,25,Belgium,81
K. Bellarabi,28,Germany,81
S. Zaza,27,Italy,81
F. Ghoulam,27,Algeria,81
B. Lecomte,27,France,81
J. Iličić,30,Slovenia,81
K. Volland,25,Germany,81
Paco Alcácer,24,Spain,81
Vitolo,28,Spain,81
G. Xhaka,25,Switzerland,81
D. Tadić,29,Serbia,81
C. Aránguiz,29,Chile,81
S. Verdi,25,Italy,81
D. Lovren,28,Croatia,81
G. Medel,30,Chile,81
X. Shaqiri,26,Switzerland,81
J. Corona,25,Mexico,81
A. Areola,25,France,81
K. Vogt,26,Germany,81
Ander Herrera,28,Spain,81
E. Salvio,27,Argentina,81
S. El Shaarawy,25,Italy,81
C. Smalling,28,England,81
Hulk,31,Brazil,81
S. Kagawa,29,Japan,81
M. Lanzini,25,Argentina,81
F. Smolov,28,Russia,81
L. Stindl,29,Germany,81
O. Toprak,28,Turkey,81
D. Perotti,29,Argentina,81
F. Muslera,32,Uruguay,81
B. Höwedes,30,Germany,81
S. Kjær,29,Denmark,81
S. Bender,29,Germany,81
M. Valbuena,33,France,81
Pedro León,31,Spain,81
K. Boateng,31,Ghana,81
L. Piszczek,33,Poland,81
A. Candreva,31,Italy,81
D. Wass,29,Denmark,81
E. Lamela,26,Argentina,81
D. Rose,27,England,81
C. Vela,29,Mexico,81
Renato Augusto,30,Brazil,81
A. Valencia,32,Ecuador,81
L. Fabiański,33,Poland,81
João Moutinho,31,Portugal,81
Borja Valero,33,Spain,81
F. Quagliarella,35,Italy,81
B. Gomis,32,France,81
Manuel Fernandes,32,Portugal,81
H. Herrera,28,Mexico,81
Raffael,33,Brazil,81
Nani,31,Portugal,81
J. Milner,32,England,81
J. Mathieu,34,France,81
Joaquín,36,Spain,81
M. Gómez,21,Uruguay,80
K. Havertz,19,Germany,80
T. Ndombele,21,France,80
H. Aouar,20,France,80
Carlos Soler,21,Spain,80
Odriozola,22,Spain,80
M. Almirón,24,Paraguay,80
Welington Dano,30,Brazil,80
Everton Andrão,34,Brazil,80
Oyarzabal,21,Spain,80
F. Balbuena,26,Paraguay,80
M. Marega,27,Mali,80
B. Pavard,22,France,80
W. Ndidi,21,Nigeria,80
A. Onana,22,Cameroon,80
G. Lo Celso,22,Argentina,80
M. Acuña,26,Argentina,80
Rúben Neves,21,Portugal,80
Mariano,24,Dominican Republic,80
Raúl,28,Brazil,80
M. Caldara,24,Italy,80
M. Vecino,26,Uruguay,80
T. Bakayoko,23,France,80
M. Dahoud,22,Germany,80
Rafa,25,Portugal,80
K. Baldé,23,Senegal,80
G. Rulli,26,Argentina,80
F. Armani,31,Argentina,80
Rony Lopes,22,Portugal,80
Santi Mina,22,Spain,80
K. Demirbay,24,Germany,80
Gayà,23,Spain,80
André Gomes,24,Portugal,80
N. Tagliafico,25,Argentina,80
M. Sanson,23,France,80
Pacheco,26,Spain,80
E. Can,24,Germany,80
H. Çalhanoğlu,24,Turkey,80
M. Ginter,24,Germany,80
M. Keane,25,England,80
L. Paredes,24,Argentina,80
T. Stepanenko,28,Ukraine,80
L. Shaw,22,England,80
Z. Feddal,28,Morocco,80
S. Haller,24,France,80
Bernard,25,Brazil,80
T. Inui,30,Japan,80
Portu,26,Spain,80
M. Batshuayi,24,Belgium,80
E. Zahavi,30,Israel,80
T. Vaclík,29,Czech Republic,80
N. Pope,26,England,80
Héctor Bellerín,23,Spain,80
P. Kadeřábek,26,Czech Republic,80
J. Butland,25,England,80
J. Vestergaard,25,Denmark,80
J. Tarkowski,25,England,80
Deulofeu,24,Spain,80
E. Dier,24,England,80
J. Murillo,26,Colombia,80
M. Badelj,29,Croatia,80
Ismaily,28,Brazil,80
N. Schulz,25,Germany,80
L. Digne,24,France,80
M. Uth,26,Germany,80
Cristian Tello,26,Spain,80
D. Vida,29,Croatia,80
L. Muriel,27,Colombia,80
V. Aboubakar,26,Cameroon,80
A. Oxlade-Chamberlain,24,England,80
S. Aurier,25,Ivory Coast,80
J. Matip,26,Cameroon,80
Y. Rakitskyi,28,Ukraine,80
Sergi Enrich,28,Spain,80
A. Yarmolenko,28,Ukraine,80
Hugo Mallo,27,Spain,80
André Almeida,27,Portugal,80
D. Didavi,28,Germany,80
R. Rodríguez,25,Switzerland,80
R. Pereyra,27,Argentina,80
Mario Gaspar,27,Spain,80
Maicon,29,Brazil,80
D. Blind,28,Netherlands,80
J. Zoet,27,Netherlands,80
A. Ljajić,26,Serbia,80
Canales,27,Spain,80
Iago Falqué,28,Spain,80
L. de Jong,27,Netherlands,80
Guaita,31,Spain,80
Muniain,25,Spain,80
Susaeta,30,Spain,80
S. Rudy,28,Germany,80
K. Trapp,27,Germany,80
V. Wanyama,27,Kenya,80
N. Nkoulou,28,Cameroon,80
R. Boudebouz,28,Algeria,80
Camacho,28,Spain,80
S. Ulreich,29,Germany,80
M. Musacchio,27,Argentina,80
C. Stuani,31,Uruguay,80
P. Gulácsi,28,Hungary,80
Bruno,34,Spain,80
F. Delph,28,England,80
A. Lallana,30,England,80
Marcelo,31,Brazil,80
S. Coleman,29,Republic of Ireland,80
Alexandre Pato,28,Brazil,80
Antunes,31,Portugal,80
Nacho Monreal,32,Spain,80
Beñat,31,Spain,80
A. Fernández,32,Argentina,80
K. Gameiro,31,France,80
I. Piatti,33,Argentina,80
V. Birsa,31,Slovenia,80
S. Romero,31,Argentina,80
D. Criscito,31,Italy,80
D. Valeri,32,Argentina,80
D. Sturridge,28,England,80
Raúl García,31,Spain,80
S. Defour,30,Belgium,80
M. Škrtel,33,Slovakia,80
S. Radu,31,Romania,80
G. Cahill,32,England,80
L. Diarra,33,France,80
L. Perrin,32,France,80
Dante,34,Brazil,80
A. Granqvist,33,Sweden,80
A. Gignac,32,France,80
M. Gómez,32,Germany,80
I. Akinfeev,32,Russia,80
I. Denisov,34,Russia,80
Juanfran,33,Spain,80
Diego López,36,Spain,80
Santi Cazorla,33,Spain,80
Jesús Navas,32,Spain,80
J. Mascherano,34,Argentina,80
A. Mirante,34,Italy,80
D. Srna,36,Croatia,80
B. Schweinsteiger,33,Germany,80
Moyá,34,Spain,80
W. Rooney,32,England,80
Fernando Torres,34,Spain,80
S. Sorrentino,39,Italy,80
V. Tsygankov,20,Ukraine,79
Rúben Dias,21,Portugal,79
David Neres,21,Brazil,79
Raphinha,21,Brazil,79
A. Harit,21,Morocco,79
Richarlison,21,Brazil,79
L. Martínez,20,Argentina,79
F. Kessié,21,Ivory Coast,79
Luimo Boas Santos,30,Brazil,79
Gabri Prestão,26,Brazil,79
Melvin Parrela,30,Brazil,79
Antônio Chiamuloira,30,Brazil,79
Maikel Catarino,34,Brazil,79
A. Lunev,26,Russia,79
André Silva,22,Portugal,79
C. Pulisic,19,United States,79
M. Dmitrović,26,Serbia,79
L. Tousart,21,France,79
Marcos Llorente,23,Spain,79
B. Verbič,24,Slovenia,79
S. Bergwijn,20,Netherlands,79
A. Diallo,22,France,79
A. Golovin,22,Russia,79
M. Campaña,29,Uruguay,79
C. Pavón,22,Argentina,79
K. Toko-Ekambi,25,Cameroon,79
Granell,29,Spain,79
F. Cervi,24,Argentina,79
J. Weigl,22,Germany,79
V. Lindelöf,23,Sweden,79
A. Rebić,24,Croatia,79
A. Sanabria,22,Paraguay,79
R. Battaglia,26,Argentina,79
M. Philipp,24,Germany,79
A. Saint-Maximin,21,France,79
D. Zappacosta,26,Italy,79
L. Alario,25,Argentina,79
D. Benedetto,28,Argentina,79
I. Marcone,28,Argentina,79
J. Gbamin,22,Ivory Coast,79
J. Lerma,23,Colombia,79
Ricardo Horta,23,Portugal,79
R. Zobnin,24,Russia,79
M. Meyer,22,Germany,79
Bruma,23,Portugal,79
R. Centurión,25,Argentina,79
Jonny,24,Spain,79
Otávio,23,Brazil,79
J. Hofmann,25,Germany,79
N. Aké,23,Netherlands,79
J. Hector,28,Germany,79
S. Kolašinac,25,Bosnia Herzegovina,79
G. Pizarro,28,Argentina,79
Roger,27,Spain,79
Sergio Rico,24,Spain,79
L. Milivojević,27,Serbia,79
D. Baselli,26,Italy,79
K. Rekik,23,Netherlands,79
Denis Suárez,24,Spain,79
W. Orban,25,Hungary,79
Mário Rui,27,Portugal,79
Iñigo Martínez,27,Spain,79
K. Zouma,23,France,79
Roque Mesa,29,Spain,79
J. Brooks,25,United States,79
L. Karius,25,Germany,79
Zé Luís,27,Cape Verde,79
D. Klaassen,25,Netherlands,79
M. Elyounoussi,23,Norway,79
L. Bittencourt,24,Germany,79
Sergi Darder,24,Spain,79
J. Roussillon,25,France,79
D. Demme,26,Germany,79
J. Gouweleeuw,26,Netherlands,79
M. Rojo,28,Argentina,79
J. Veretout,25,France,79
L. Kurzawa,25,France,79
G. Ramírez,27,Uruguay,79
David López,28,Spain,79
C. Tătăruşanu,32,Romania,79
A. Mandi,26,Algeria,79
D. Sidibé,25,France,79
Y. Konoplyanka,28,Ukraine,79
S. Berghuis,26,Netherlands,79
H. Vanaken,25,Belgium,79
Campaña,25,Spain,79
M. van Ginkel,25,Netherlands,79
Nolito,31,Spain,79
M. Gregoritsch,24,Austria,79
Ibai Gómez,28,Spain,79
Danilo,26,Brazil,79
R. Barkley,24,England,79
M. Ryan,26,Australia,79
Sergio León,29,Spain,79
B. Stambouli,27,France,79
J. Guilavogui,27,France,79
Sérgio Oliveira,26,Portugal,79
D. Caligiuri,30,Italy,79
C. Wilson,26,England,79
P. Jones,26,England,79
Borja García,27,Spain,79
Y. Belhanda,28,Morocco,79
G. Pezzella,27,Argentina,79
Jaume Costa,30,Spain,79
C. Tosun,27,Turkey,79
Escudero,28,Spain,79
Kike García,28,Spain,79
Elkeson,28,Brazil,79
Ricardo Goulart,27,Brazil,79
J. Guðmundsson,27,Iceland,79
N. Clyne,27,England,79
M. Hitz,30,Switzerland,79
De Marcos,29,Spain,79
B. Mee,28,England,79
Rafael,27,Brazil,79
Iborra,30,Spain,79
J. Wilshere,26,England,79
B. Hübner,28,Germany,79
Souza,29,Brazil,79
F. Coquelin,27,France,79
Alex Teixeira,28,Brazil,79
A. Dzagoev,28,Russia,79
I. Smolnikov,29,Russia,79
Y. M'Vila,28,France,79
K. Asamoah,29,Ghana,79
R. Zieler,29,Germany,79
D. Drinkwater,28,England,79
N. Kalinić,30,Croatia,79
Mariano,32,Brazil,79
S. Feghouli,28,Algeria,79
Adrien Silva,29,Portugal,79
Fernando,30,Brazil,79
I. Traoré,30,Guinea,79
G. Mercado,31,Argentina,79
N. Petersen,29,Germany,79
O. Karnezis,32,Greece,79
M. Sakho,28,France,79
Sidnei,28,Brazil,79
S. Jovetić,28,Montenegro,79
Eder,31,Italy,79
J. Hernández,30,Mexico,79
Fabricio,30,Spain,79
Kiko Casilla,31,Spain,79
Ángel,31,Spain,79
M. Schneiderlin,28,France,79
M. Fellaini,30,Belgium,79
P. Wernbloom,32,Sweden,79
D. Ospina,29,Colombia,79
S. Mignolet,30,Belgium,79
A. Begović,31,Bosnia Herzegovina,79
N. Şahin,29,Turkey,79
R. Bertrand,28,England,79
A. Masiello,32,Italy,79
T. Walcott,29,England,79
Charles,34,Brazil,79
T. Heaton,32,England,79
H. Ben Arfa,31,France,79
D. Abraham,31,Argentina,79
E. Lavezzi,33,Argentina,79
S. Kalou,32,Ivory Coast,79
J. Farfán,33,Peru,79
R. Babel,31,Netherlands,79
A. Young,32,England,79
J. Hart,31,England,79
L. López,35,Argentina,79
D. Baier,34,Germany,79
B. Yılmaz,32,Turkey,79
R. Adler,33,Germany,79
S. Lichtsteiner,34,Switzerland,79
E. Adebayor,34,Togo,79
E. Belözoğlu,37,Turkey,79
Loren,24,Spain,78
Éder Militão,20,Brazil,78
F. Chiesa,20,Italy,78
M. Lazzari,24,Italy,78
A. Hakimi,19,Morocco,78
S. Nakajima,23,Japan,78
L. Jović,20,Serbia,78
S. Ascacíbar,21,Argentina,78
A. Lafont,19,France,78
T. Alexander-Arnold,19,England,78
F. Krovinović,22,Croatia,78
Sidney Pessinho,26,Brazil,78
Everticinho,30,Brazil,78
Claudio Coíntra,34,Brazil,78
Ronaldo Esler,30,Brazil,78
P. Lees-Melou,25,France,78
B. Chilwell,21,England,78
João Novais,24,Portugal,78
D. Calabria,21,Italy,78
F. Mendy,23,France,78
L. Pellegrini,22,Italy,78
Soares,27,Brazil,78
Daniel Podence,22,Portugal,78
M. Díaz,32,Argentina,78
G. Martínez,25,Argentina,78
M. Eggestein,21,Germany,78
Trezeguet,23,Egypt,78
N. Amiri,21,Germany,78
Vallejo,21,Spain,78
J. Gomez,21,England,78
Diogo Jota,21,Portugal,78
Joan Jordán,23,Spain,78
Dyego Sousa,28,Brazil,78
A. Marušić,25,Montenegro,78
David Soria,25,Spain,78
V. Rongier,23,France,78
W. Weghorst,25,Netherlands,78
O. Al Soma,29,Syria,78
M. Nakamba,24,Zimbabwe,78
Petros,29,Brazil,78
Pablo Maffeo,20,Spain,78
Y. Mina,23,Colombia,78
M. Dúbravka,29,Slovakia,78
Diego Carlos,25,Brazil,78
D. Djené,26,Togo,78
G. Simeone,22,Argentina,78
M. Meza,25,Argentina,78
Bastos,26,Angola,78
S. Lobotka,23,Slovakia,78
Y. Tielemans,21,Belgium,78
Marcelo Goiano,30,Brazil,78
K. Tete,22,Netherlands,78
Capa,26,Spain,78
M. Sportiello,26,Italy,78
Jemerson,25,Brazil,78
N. Maksimović,26,Serbia,78
D. Zapata,27,Colombia,78
J. Correa,23,Argentina,78
E. Rigoni,25,Argentina,78
C. Izquierdoz,29,Argentina,78
W. Barrios,24,Colombia,78
J. Mojica,25,Colombia,78
A. Selikhov,24,Russia,78
A. Iwobi,22,Nigeria,78
D. Laxalt,25,Uruguay,78
N. Bentaleb,23,Algeria,78
N. Stark,23,Germany,78
M. Lemina,24,Gabon,78
L. Dendoncker,23,Belgium,78
Ricardo Esgaio,25,Portugal,78
P. Sisto,23,Denmark,78
P. Max,24,Germany,78
R. Gagliardini,24,Italy,78
Pere Pons,25,Spain,78
D. Berardi,23,Italy,78
M. Halstenberg,26,Germany,78
J. Quintero,25,Colombia,78
Tiago Volpi,27,Brazil,78
Óliver Torres,23,Spain,78
Omar Mascarell,25,Spain,78
H. Sakai,28,Japan,78
Andreas Pereira,22,Brazil,78
A. Januzaj,23,Belgium,78
B. Cristante,23,Italy,78
Matheus,25,Brazil,78
B. Traoré,22,Burkina Faso,78
Y. Poulsen,24,Denmark,78
L. Trossard,23,Belgium,78
M. Arnold,24,Germany,78
M. De Sciglio,25,Italy,78
Leo Baptistao,25,Brazil,78
V. Chiricheş,28,Romania,78
L. Pavoletti,29,Italy,78
A. Cragno,24,Italy,78
L. Castro,29,Argentina,78
N. Füllkrug,25,Germany,78
F. Fajr,29,Morocco,78
R. Jiménez,27,Mexico,78
E. Sala,27,Argentina,78
S. García,27,Uruguay,78
S. Arias,26,Colombia,78
B. Reynet,27,France,78
Pozuelo,26,Spain,78
A. Trebel,27,France,78
J. Lascelles,24,England,78
T. Kongolo,24,Netherlands,78
A. Carrillo,27,Peru,78
Álvaro,28,Spain,78
G. Defrel,27,France,78
Fernando,26,Brazil,78
V. Darida,27,Czech Republic,78
R. Saponara,26,Italy,78
Pedro Mendes,27,Portugal,78
C. Schindler,28,Germany,78
N. Chadli,28,Belgium,78
Arbilla,31,Spain,78
L. Dunk,26,England,78
P. Hernández,31,Chile,78
J. Guidetti,26,Sweden,78
Sergi Gómez,26,Spain,78
Oriol Romeu,26,Spain,78
Lucas Pérez,29,Spain,78
B. Natcho,30,Israel,78
Cláudio Ramos,26,Portugal,78
F. Lejeune,27,France,78
G. Krychowiak,28,Poland,78
N. Lodeiro,29,Uruguay,78
O. Özyakup,25,Turkey,78
C. Tévez,34,Argentina,78
K. Papadopoulos,26,Greece,78
M. Gradel,30,Ivory Coast,78
M. Debuchy,32,France,78
V. Moses,27,Nigeria,78
Z. Junuzović,30,Austria,78
Granero,30,Spain,78
J. Baumgartlinger,30,Austria,78
Fábio Coentrão,30,Portugal,78
B. Costil,30,France,78
Hilton,40,Brazil,78
N. Gudelj,26,Serbia,78
L. Pratto,30,Argentina,78
E. Hernández,30,Mexico,78
Jurado,32,Spain,78
R. Cabella,28,France,78
Rafael Tolói,27,Brazil,78
C. Bravo,35,Chile,78
Hernanes,33,Brazil,78
K. Honda,32,Japan,78
A. Dzyuba,29,Russia,78
J. Holebas,34,Greece,78
Javi García,31,Spain,78
Sergio,31,Spain,78
M. Cáceres,31,Uruguay,78
Daniel Carriço,29,Portugal,78
J. Cork,29,England,78
J. Tomkins,29,England,78
Guilherme,32,Russia,78
Gervinho,31,Ivory Coast,78
J. Shelvey,26,England,78
R. Eremenko,31,Finland,78
R. Vormer,30,Netherlands,78
J. Lens,30,Netherlands,78
Adriano,33,Brazil,78
